capture_mode	event_kind	symbol	timeframe	tick_time	bar_open	shift	original_b0	original_b1	original_b2	original_b3	translated_b0	translated_b1	translated_b2	translated_b3	v2_legacy_b0	v2_legacy_b1	v2_legacy_b2	v2_legacy_b3	v2_lifecycle	v2_geometry_known	v2_interaction_eligible	v2_location	v2_grammar_event	bars_calculated_original	bars_calculated_translated	bars_calculated_v2
0	COMPLETED_BAR	US30	PERIOD_M5	1704165900	1704165600	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69905	69905	69905
0	CURRENT_OPEN	US30	PERIOD_M5	1704165900	1704165900	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69905	69905	69905
0	COMPLETED_BAR	US30	PERIOD_M5	1704166200	1704165900	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69906	69906	69906
0	CURRENT_OPEN	US30	PERIOD_M5	1704166200	1704166200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69906	69906	69906
0	COMPLETED_BAR	US30	PERIOD_M5	1704166500	1704166200	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69907	69907	69907
0	CURRENT_OPEN	US30	PERIOD_M5	1704166500	1704166500	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69907	69907	69907
0	COMPLETED_BAR	US30	PERIOD_M5	1704166800	1704166500	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69908	69908	69908
0	CURRENT_OPEN	US30	PERIOD_M5	1704166800	1704166800	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69908	69908	69908
0	COMPLETED_BAR	US30	PERIOD_M5	1704167100	1704166800	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69909	69909	69909
0	CURRENT_OPEN	US30	PERIOD_M5	1704167100	1704167100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69909	69909	69909
0	COMPLETED_BAR	US30	PERIOD_M5	1704167400	1704167100	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69910	69910	69910
0	CURRENT_OPEN	US30	PERIOD_M5	1704167400	1704167400	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69910	69910	69910
0	COMPLETED_BAR	US30	PERIOD_M5	1704167700	1704167400	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69911	69911	69911
0	CURRENT_OPEN	US30	PERIOD_M5	1704167700	1704167700	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69911	69911	69911
0	COMPLETED_BAR	US30	PERIOD_M5	1704168000	1704167700	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69912	69912	69912
0	CURRENT_OPEN	US30	PERIOD_M5	1704168000	1704168000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69912	69912	69912
0	COMPLETED_BAR	US30	PERIOD_M5	1704168300	1704168000	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69913	69913	69913
0	CURRENT_OPEN	US30	PERIOD_M5	1704168300	1704168300	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69913	69913	69913
0	COMPLETED_BAR	US30	PERIOD_M5	1704168600	1704168300	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69914	69914	69914
0	CURRENT_OPEN	US30	PERIOD_M5	1704168600	1704168600	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69914	69914	69914
0	COMPLETED_BAR	US30	PERIOD_M5	1704168900	1704168600	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69915	69915	69915
0	CURRENT_OPEN	US30	PERIOD_M5	1704168900	1704168900	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69915	69915	69915
0	COMPLETED_BAR	US30	PERIOD_M5	1704169200	1704168900	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69916	69916	69916
0	CURRENT_OPEN	US30	PERIOD_M5	1704169200	1704169200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69916	69916	69916
0	COMPLETED_BAR	US30	PERIOD_M5	1704169500	1704169200	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69917	69917	69917
0	CURRENT_OPEN	US30	PERIOD_M5	1704169500	1704169500	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69917	69917	69917
0	COMPLETED_BAR	US30	PERIOD_M5	1704169800	1704169500	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69918	69918	69918
0	CURRENT_OPEN	US30	PERIOD_M5	1704169800	1704169800	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69918	69918	69918
0	COMPLETED_BAR	US30	PERIOD_M5	1704170100	1704169800	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69919	69919	69919
0	CURRENT_OPEN	US30	PERIOD_M5	1704170100	1704170100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69919	69919	69919
0	COMPLETED_BAR	US30	PERIOD_M5	1704170400	1704170100	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69920	69920	69920
0	CURRENT_OPEN	US30	PERIOD_M5	1704170400	1704170400	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69920	69920	69920
0	COMPLETED_BAR	US30	PERIOD_M5	1704170700	1704170400	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69921	69921	69921
0	CURRENT_OPEN	US30	PERIOD_M5	1704170700	1704170700	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69921	69921	69921
0	COMPLETED_BAR	US30	PERIOD_M5	1704171000	1704170700	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69922	69922	69922
0	CURRENT_OPEN	US30	PERIOD_M5	1704171000	1704171000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69922	69922	69922
0	COMPLETED_BAR	US30	PERIOD_M5	1704171300	1704171000	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69923	69923	69923
0	CURRENT_OPEN	US30	PERIOD_M5	1704171300	1704171300	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69923	69923	69923
0	COMPLETED_BAR	US30	PERIOD_M5	1704171600	1704171300	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69924	69924	69924
0	CURRENT_OPEN	US30	PERIOD_M5	1704171600	1704171600	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69924	69924	69924
0	COMPLETED_BAR	US30	PERIOD_M5	1704171900	1704171600	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69925	69925	69925
0	CURRENT_OPEN	US30	PERIOD_M5	1704171900	1704171900	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69925	69925	69925
0	COMPLETED_BAR	US30	PERIOD_M5	1704172200	1704171900	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69926	69926	69926
0	CURRENT_OPEN	US30	PERIOD_M5	1704172200	1704172200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69926	69926	69926
0	COMPLETED_BAR	US30	PERIOD_M5	1704172500	1704172200	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69927	69927	69927
0	CURRENT_OPEN	US30	PERIOD_M5	1704172500	1704172500	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69927	69927	69927
0	COMPLETED_BAR	US30	PERIOD_M5	1704172800	1704172500	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69928	69928	69928
0	CURRENT_OPEN	US30	PERIOD_M5	1704172800	1704172800	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69928	69928	69928
0	COMPLETED_BAR	US30	PERIOD_M5	1704173100	1704172800	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69929	69929	69929
0	CURRENT_OPEN	US30	PERIOD_M5	1704173100	1704173100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69929	69929	69929
0	COMPLETED_BAR	US30	PERIOD_M5	1704173400	1704173100	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69930	69930	69930
0	CURRENT_OPEN	US30	PERIOD_M5	1704173400	1704173400	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69930	69930	69930
0	COMPLETED_BAR	US30	PERIOD_M5	1704173700	1704173400	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69931	69931	69931
0	CURRENT_OPEN	US30	PERIOD_M5	1704173700	1704173700	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69931	69931	69931
0	COMPLETED_BAR	US30	PERIOD_M5	1704174000	1704173700	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69932	69932	69932
0	CURRENT_OPEN	US30	PERIOD_M5	1704174000	1704174000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69932	69932	69932
0	COMPLETED_BAR	US30	PERIOD_M5	1704174300	1704174000	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69933	69933	69933
0	CURRENT_OPEN	US30	PERIOD_M5	1704174300	1704174300	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69933	69933	69933
0	COMPLETED_BAR	US30	PERIOD_M5	1704174600	1704174300	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69934	69934	69934
0	CURRENT_OPEN	US30	PERIOD_M5	1704174600	1704174600	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69934	69934	69934
0	COMPLETED_BAR	US30	PERIOD_M5	1704174930	1704174600	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69935	69935	69935
0	CURRENT_OPEN	US30	PERIOD_M5	1704174930	1704174900	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69935	69935	69935
0	COMPLETED_BAR	US30	PERIOD_M5	1704175200	1704174900	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69936	69936	69936
0	CURRENT_OPEN	US30	PERIOD_M5	1704175200	1704175200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69936	69936	69936
0	COMPLETED_BAR	US30	PERIOD_M5	1704175500	1704175200	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69937	69937	69937
0	CURRENT_OPEN	US30	PERIOD_M5	1704175500	1704175500	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69937	69937	69937
0	COMPLETED_BAR	US30	PERIOD_M5	1704175830	1704175500	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69938	69938	69938
0	CURRENT_OPEN	US30	PERIOD_M5	1704175830	1704175800	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69938	69938	69938
0	COMPLETED_BAR	US30	PERIOD_M5	1704176100	1704175800	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69939	69939	69939
0	CURRENT_OPEN	US30	PERIOD_M5	1704176100	1704176100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69939	69939	69939
0	COMPLETED_BAR	US30	PERIOD_M5	1704176400	1704176100	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69940	69940	69940
0	CURRENT_OPEN	US30	PERIOD_M5	1704176400	1704176400	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69940	69940	69940
0	COMPLETED_BAR	US30	PERIOD_M5	1704176700	1704176400	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69941	69941	69941
0	CURRENT_OPEN	US30	PERIOD_M5	1704176700	1704176700	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69941	69941	69941
0	COMPLETED_BAR	US30	PERIOD_M5	1704177000	1704176700	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69942	69942	69942
0	CURRENT_OPEN	US30	PERIOD_M5	1704177000	1704177000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69942	69942	69942
0	COMPLETED_BAR	US30	PERIOD_M5	1704177300	1704177000	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69943	69943	69943
0	CURRENT_OPEN	US30	PERIOD_M5	1704177300	1704177300	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69943	69943	69943
0	COMPLETED_BAR	US30	PERIOD_M5	1704177600	1704177300	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	69944	69944	69944
